INFLECTED,POS,LEMMA
décrapouillèrent,VERB,décrapouiller
décrapouillerez,VERB,décrapouiller
décrapouilleriez,VERB,décrapouiller
décrapouillerions,VERB,décrapouiller
décrapouillerons,VERB,décrapouiller
décrapouilleront,VERB,décrapouiller
décrapouilles,VERB,décrapouiller
décrapouillés,VERB,décrapouiller
décrapouillez,VERB,décrapouiller
décrapouilliez,VERB,décrapouiller
décrapouillions,VERB,décrapouiller
décrapouillons,VERB,décrapouiller
défargua,VERB,défarguer
défarguai,VERB,défarguer
défarguaient,VERB,défarguer
défarguais,VERB,défarguer
défarguait,VERB,défarguer
défarguâmes,VERB,défarguer
défarguant,VERB,défarguer
défarguas,VERB,défarguer
défarguasse,VERB,défarguer
défarguassent,VERB,défarguer
défarguasses,VERB,défarguer
défarguassiez,VERB,défarguer
défarguassions,VERB,défarguer
défarguât,VERB,défarguer
défarguâtes,VERB,défarguer
défargue,VERB,défarguer
défargué,VERB,défarguer
défarguée,VERB,défarguer
défarguées,VERB,défarguer
défarguent,VERB,défarguer
défarguera,VERB,défarguer
défarguerai,VERB,défarguer
défargueraient,VERB,défarguer
défarguerais,VERB,défarguer
défarguerait,VERB,défarguer
défargueras,VERB,défarguer
défarguèrent,VERB,défarguer
défarguerez,VERB,défarguer
défargueriez,VERB,défarguer
défarguerions,VERB,défarguer
défarguerons,VERB,défarguer
défargueront,VERB,défarguer
défargues,VERB,défarguer
défargués,VERB,défarguer
défarguez,VERB,défarguer
défarguiez,VERB,défarguer
défarguions,VERB,défarguer
défarguons,VERB,défarguer
défrusqua,VERB,défrusquer
défrusquai,VERB,défrusquer
défrusquaient,VERB,défrusquer
défrusquais,VERB,défrusquer
défrusquait,VERB,défrusquer
défrusquâmes,VERB,défrusquer
défrusquant,VERB,défrusquer
défrusquas,VERB,défrusquer
défrusquasse,VERB,défrusquer
défrusquassent,VERB,défrusquer
défrusquasses,VERB,défrusquer
défrusquassiez,VERB,défrusquer
défrusquassions,VERB,défrusquer
défrusquât,VERB,défrusquer
défrusquâtes,VERB,défrusquer
défrusque,VERB,défrusquer
défrusqué,VERB,défrusquer
défrusquée,VERB,défrusquer
défrusquées,VERB,défrusquer
défrusquent,VERB,défrusquer
défrusquera,VERB,défrusquer
défrusquerai,VERB,défrusquer
défrusqueraient,VERB,défrusquer
défrusquerais,VERB,défrusquer
défrusquerait,VERB,défrusquer
défrusqueras,VERB,défrusquer
défrusquèrent,VERB,défrusquer
défrusquerez,VERB,défrusquer
défrusqueriez,VERB,défrusquer
défrusquerions,VERB,défrusquer
défrusquerons,VERB,défrusquer
défrusqueront,VERB,défrusquer
défrusques,VERB,défrusquer
défrusqués,VERB,défrusquer
défrusquez,VERB,défrusquer
défrusquiez,VERB,défrusquer
défrusquions,VERB,défrusquer
défrusquons,VERB,défrusquer
dégoura,VERB,dégourer
dégourai,VERB,dégourer
dégouraient,VERB,dégourer
dégourais,VERB,dégourer
dégourait,VERB,dégourer
dégourâmes,VERB,dégourer
dégourant,VERB,dégourer
dégouras,VERB,dégourer
dégourasse,VERB,dégourer
dégourassent,VERB,dégourer
dégourasses,VERB,dégourer
dégourassiez,VERB,dégourer
dégourassions,VERB,dégourer
dégourât,VERB,dégourer
dégourâtes,VERB,dégourer
dégoure,VERB,dégourer
dégouré,VERB,dégourer
dégourée,VERB,dégourer
dégourées,VERB,dégourer
dégourent,VERB,dégourer
dégourera,VERB,dégourer
dégourerai,VERB,dégourer
dégoureraient,VERB,dégourer
dégourerais,VERB,dégourer
dégourerait,VERB,dégourer
dégoureras,VERB,dégourer
dégourèrent,VERB,dégourer
dégourerez,VERB,dégourer
dégoureriez,VERB,dégourer
dégourerions,VERB,dégourer
dégourerons,VERB,dégourer
dégoureront,VERB,dégourer
dégoures,VERB,dégourer
dégourés,VERB,dégourer
dégourez,VERB,dégourer
dégouriez,VERB,dégourer
dégourions,VERB,dégourer
dégourons,VERB,dégourer
dégourra,VERB,dégourrer
dégourrai,VERB,dégourrer
dégourraient,VERB,dégourrer
dégourrais,VERB,dégourrer
dégourrait,VERB,dégourrer
dégourrâmes,VERB,dégourrer
dégourrant,VERB,dégourrer
dégourras,VERB,dégourrer
dégourrasse,VERB,dégourrer
dégourrassent,VERB,dégourrer
dégourrasses,VERB,dégourrer
dégourrassiez,VERB,dégourrer
dégourrassions,VERB,dégourrer
dégourrât,VERB,dégourrer
dégourrâtes,VERB,dégourrer
dégourre,VERB,dégourrer
dégourré,VERB,dégourrer
dégourrée,VERB,dégourrer
dégourrées,VERB,dégourrer
dégourrent,VERB,dégourrer
dégourrera,VERB,dégourrer
dégourrerai,VERB,dégourrer
dégourreraient,VERB,dégourrer
dégourrerais,VERB,dégourrer
dégourrerait,VERB,dégourrer
dégourreras,VERB,dégourrer
dégourrèrent,VERB,dégourrer
dégourrerez,VERB,dégourrer
dégourreriez,VERB,dégourrer
dégourrerions,VERB,dégourrer
dégourrerons,VERB,dégourrer
dégourreront,VERB,dégourrer
dégourres,VERB,dégourrer
dégourrés,VERB,dégourrer
dégourrez,VERB,dégourrer
dégourriez,VERB,dégourrer
dégourrions,VERB,dégourrer
dégourrons,VERB,dégourrer
déhâla,VERB,déhâler
déhâlai,VERB,déhâler
déhâlaient,VERB,déhâler
déhâlais,VERB,déhâler
déhâlait,VERB,déhâler
déhâlâmes,VERB,déhâler
déhâlant,VERB,déhâler
déhâlas,VERB,déhâler
déhâlasse,VERB,déhâler
déhâlassent,VERB,déhâler
déhâlasses,VERB,déhâler
déhâlassiez,VERB,déhâler
déhâlassions,VERB,déhâler
déhâlât,VERB,déhâler
déhâlâtes,VERB,déhâler
déhâle,VERB,déhâler
déhâlé,VERB,déhâler
déhâlée,VERB,déhâler
déhâlées,VERB,déhâler
déhâlent,VERB,déhâler
déhâlera,VERB,déhâler
déhâlerai,VERB,déhâler
déhâleraient,VERB,déhâler
déhâlerais,VERB,déhâler
déhâlerait,VERB,déhâler
déhâleras,VERB,déhâler
déhâlèrent,VERB,déhâler
déhâlerez,VERB,déhâler
déhâleriez,VERB,déhâler
déhâlerions,VERB,déhâler
déhâlerons,VERB,déhâler
déhâleront,VERB,déhâler
déhâles,VERB,déhâler
déhâlés,VERB,déhâler
déhâlez,VERB,déhâler
déhâliez,VERB,déhâler
déhâlions,VERB,déhâler
déhâlons,VERB,déhâler
dépoila,VERB,dépoiler
dépoilai,VERB,dépoiler
dépoilaient,VERB,dépoiler
dépoilais,VERB,dépoiler
dépoilait,VERB,dépoiler
dépoilâmes,VERB,dépoiler
dépoilant,VERB,dépoiler
dépoilas,VERB,dépoiler
dépoilasse,VERB,dépoiler
dépoilassent,VERB,dépoiler
dépoilasses,VERB,dépoiler
dépoilassiez,VERB,dépoiler
dépoilassions,VERB,dépoiler
dépoilât,VERB,dépoiler
dépoilâtes,VERB,dépoiler
dépoile,VERB,dépoiler
dépoilé,VERB,dépoiler
dépoilée,VERB,dépoiler
dépoilées,VERB,dépoiler
dépoilent,VERB,dépoiler
dépoilera,VERB,dépoiler
dépoilerai,VERB,dépoiler
dépoileraient,VERB,dépoiler
dépoilerais,VERB,dépoiler
dépoilerait,VERB,dépoiler
dépoileras,VERB,dépoiler
dépoilèrent,VERB,dépoiler
dépoilerez,VERB,dépoiler
dépoileriez,VERB,dépoiler
dépoilerions,VERB,dépoiler
dépoilerons,VERB,dépoiler
dépoileront,VERB,dépoiler
dépoiles,VERB,dépoiler
dépoilés,VERB,dépoiler
dépoilez,VERB,dépoiler
dépoiliez,VERB,dépoiler
dépoilions,VERB,dépoiler
dépoilons,VERB,dépoiler
dérésumenta,VERB,dérésumenter
dérésumentai,VERB,dérésumenter
dérésumentaient,VERB,dérésumenter
dérésumentais,VERB,dérésumenter
dérésumentait,VERB,dérésumenter
dérésumentâmes,VERB,dérésumenter
dérésumentant,VERB,dérésumenter
dérésumentas,VERB,dérésumenter
dérésumentasse,VERB,dérésumenter
dérésumentassent,VERB,dérésumenter
dérésumentasses,VERB,dérésumenter
dérésumentassiez,VERB,dérésumenter
dérésumentassions,VERB,dérésumenter
dérésumentât,VERB,dérésumenter
dérésumentâtes,VERB,dérésumenter
dérésumente,VERB,dérésumenter
dérésumenté,VERB,dérésumenter
dérésumentée,VERB,dérésumenter
dérésumentées,VERB,dérésumenter
dérésumentent,VERB,dérésumenter
dérésumentera,VERB,dérésumenter
dérésumenterai,VERB,dérésumenter
dérésumenteraient,VERB,dérésumenter
dérésumenterais,VERB,dérésumenter
dérésumenterait,VERB,dérésumenter
dérésumenteras,VERB,dérésumenter
dérésumentèrent,VERB,dérésumenter
dérésumenterez,VERB,dérésumenter
dérésumenteriez,VERB,dérésumenter
dérésumenterions,VERB,dérésumenter
dérésumenterons,VERB,dérésumenter
dérésumenteront,VERB,dérésumenter
dérésumentes,VERB,dérésumenter
dérésumentés,VERB,dérésumenter
dérésumentez,VERB,dérésumenter
dérésumentiez,VERB,dérésumenter
dérésumentions,VERB,dérésumenter
dérésumentons,VERB,dérésumenter
dérondi,VERB,dérondir
dérondie,VERB,dérondir
dérondies,VERB,dérondir
dérondîmes,VERB,dérondir
dérondira,VERB,dérondir
dérondirai,VERB,dérondir
dérondiraient,VERB,dérondir
dérondirais,VERB,dérondir
dérondirait,VERB,dérondir
dérondiras,VERB,dérondir
dérondirent,VERB,dérondir
dérondirez,VERB,dérondir
dérondiriez,VERB,dérondir
dérondirions,VERB,dérondir
dérondirons,VERB,dérondir
dérondiront,VERB,dérondir
dérondis,VERB,dérondir
dérondissaient,VERB,dérondir
dérondissais,VERB,dérondir
dérondissait,VERB,dérondir
dérondissant,VERB,dérondir
dérondisse,VERB,dérondir
dérondissent,VERB,dérondir
dérondisses,VERB,dérondir
dérondissez,VERB,dérondir
dérondissiez,VERB,dérondir
dérondissions,VERB,dérondir
dérondissons,VERB,dérondir
dérondit,VERB,dérondir
dérondît,VERB,dérondir
dérondîtes,VERB,dérondir
désœuvra,VERB,désœuvrer
désœuvrai,VERB,désœuvrer
désœuvraient,VERB,désœuvrer
désœuvrais,VERB,désœuvrer
désœuvrait,VERB,désœuvrer
désœuvrâmes,VERB,désœuvrer
désœuvrant,VERB,désœuvrer
désœuvras,VERB,désœuvrer
désœuvrasse,VERB,désœuvrer
désœuvrassent,VERB,désœuvrer
désœuvrasses,VERB,désœuvrer
désœuvrassiez,VERB,désœuvrer
désœuvrassions,VERB,désœuvrer
désœuvrât,VERB,désœuvrer
désœuvrâtes,VERB,désœuvrer
désœuvre,VERB,désœuvrer
désœuvrent,VERB,désœuvrer
désœuvrera,VERB,désœuvrer
désœuvrerai,VERB,désœuvrer
désœuvreraient,VERB,désœuvrer
désœuvrerais,VERB,désœuvrer
désœuvrerait,VERB,désœuvrer
désœuvreras,VERB,désœuvrer
désœuvrèrent,VERB,désœuvrer
désœuvrerez,VERB,désœuvrer
désœuvreriez,VERB,désœuvrer
désœuvrerions,VERB,désœuvrer
désœuvrerons,VERB,désœuvrer
désœuvreront,VERB,désœuvrer
désœuvres,VERB,désœuvrer
désœuvrez,VERB,désœuvrer
désœuvriez,VERB,désœuvrer
désœuvrions,VERB,désœuvrer
désœuvrons,VERB,désœuvrer
détisa,VERB,détiser
détisai,VERB,détiser
détisaient,VERB,détiser
détisais,VERB,détiser
détisait,VERB,détiser
détisâmes,VERB,détiser
détisant,VERB,détiser
détisas,VERB,détiser
détisasse,VERB,détiser
détisassent,VERB,détiser
détisasses,VERB,détiser
détisassiez,VERB,détiser
détisassions,VERB,détiser
détisât,VERB,détiser
détisâtes,VERB,détiser
détise,VERB,détiser
détisé,VERB,détiser
détisée,VERB,détiser
détisées,VERB,détiser
détisent,VERB,détiser
détisera,VERB,détiser
détiserai,VERB,détiser
détiseraient,VERB,détiser
détiserais,VERB,détiser
détiserait,VERB,détiser
détiseras,VERB,détiser
détisèrent,VERB,détiser
détiserez,VERB,détiser
détiseriez,VERB,détiser
détiserions,VERB,détiser
détiserons,VERB,détiser
détiseront,VERB,détiser
détises,VERB,détiser
détisés,VERB,détiser
détisez,VERB,détiser
détisiez,VERB,détiser
détisions,VERB,détiser
détisons,VERB,détiser
différentia,VERB,différentier
différentiai,VERB,différentier
différentiaient,VERB,différentier
différentiais,VERB,différentier
différentiait,VERB,différentier
différentiâmes,VERB,différentier
différentiant,VERB,différentier
différentias,VERB,différentier
différentiasse,VERB,différentier
différentiassent,VERB,différentier
différentiasses,VERB,différentier
différentiassiez,VERB,différentier
différentiassions,VERB,différentier
différentiât,VERB,différentier
différentiâtes,VERB,différentier
différentie,VERB,différentier
différentient,VERB,différentier
différentiera,VERB,différentier
différentierai,VERB,différentier
différentieraient,VERB,différentier
différentierais,VERB,différentier
différentierait,VERB,différentier
différentieras,VERB,différentier
différentièrent,VERB,différentier
différentierez,VERB,différentier
différentieriez,VERB,différentier
différentierions,VERB,différentier
différentierons,VERB,différentier
différentieront,VERB,différentier
différenties,VERB,différentier
différentiez,VERB,différentier
différentiiez,VERB,différentier
différentiions,VERB,différentier
différentions,VERB,différentier
discursivisa,VERB,discursiviser
