fr-reforme1990_only,fr-classique_only
ébrèchera,ébréchera
ébrècherai,ébrécherai
ébrècheraient,ébrécheraient
ébrècherais,ébrécherais
ébrècherait,ébrécherait
ébrècheras,ébrécheras
ébrècherez,ébrécherez
ébrècheriez,ébrécheriez
ébrècherions,ébrécherions
ébrècherons,ébrécherons
ébrècheront,ébrécheront
économicopolitique,économico-politique
économicopolitiques,économico-politiques
écrèmera,écrémera
écrèmerai,écrémerai
écrèmeraient,écrémeraient
écrèmerais,écrémerais
écrèmerait,écrémerait
écrèmeras,écrémeras
écrèmerez,écrémerez
écrèmeriez,écrémeriez
écrèmerions,écrémerions
écrèmerons,écrémerons
écrèmeront,écrémeront
écrouta,écroûta
écroutage,écroûtage
écroutages,écroûtages
écroutai,écroûtai
écroutaient,écroûtaient
écroutais,écroûtais
écroutait,écroûtait
écroutâmes,écroûtâmes
écroutant,écroûtant
écroutas,écroûtas
écroutasse,écroûtasse
écroutassent,écroûtassent
écroutasses,écroûtasses
écroutassiez,écroûtassiez
écroutassions,écroûtassions
écroutât,écroûtât
écroutâtes,écroûtâtes
écroutée,écroûtée
écroutées,écroûtées
écroutement,écroûtement
écroutements,écroûtements
écroutent,écroûtent
écrouter,écroûter
écroutera,écroûtera
écrouterai,écroûterai
écrouteraient,écroûteraient
écrouterais,écroûterais
écrouterait,écroûterait
écrouteras,écroûteras
écroutèrent,écroûtèrent
écrouterez,écroûterez
écrouteriez,écroûteriez
écrouterions,écroûterions
écrouterons,écroûterons
écrouteront,écroûteront
écrouteuse,écroûteuse
écrouteuses,écroûteuses
écroutez,écroûtez
écroutiez,écroûtiez
écroutions,écroûtions
écroutons,écroûtons
édelweiss,edelweiss
égrugeüre,égrugeure
égrugeüres,égrugeures
électrooculogramme,électro-oculogramme
électrooculogrammes,électro-oculogrammes
électrooculographie,électro-oculographie
électrooculographies,électro-oculographies
électrooptique,électro-optique
électrooptiques,électro-optiques
électroosmose,électro-osmose
électroosmoses,électro-osmoses
électroosmotique,électro-osmotique
électroosmotiques,électro-osmotiques
emboita,emboîta
emboitable,emboîtable
emboitables,emboîtables
emboitage,emboîtage
emboitages,emboîtages
emboitai,emboîtai
emboitaient,emboîtaient
emboitais,emboîtais
emboitait,emboîtait
emboitâmes,emboîtâmes
emboitant,emboîtant
emboitas,emboîtas
emboitasse,emboîtasse
emboitassent,emboîtassent
emboitasses,emboîtasses
emboitassiez,emboîtassiez
emboitassions,emboîtassions
emboitât,emboîtât
emboitâtes,emboîtâtes
emboitée,emboîtée
emboitées,emboîtées
emboitement,emboîtement
emboitements,emboîtements
emboitent,emboîtent
emboiter,emboîter
emboitera,emboîtera
emboiterai,emboîterai
emboiteraient,emboîteraient
emboiterais,emboîterais
emboiterait,emboîterait
emboiteras,emboîteras
emboitèrent,emboîtèrent
emboiterez,emboîterez
emboiteriez,emboîteriez
emboiterions,emboîterions
emboiterons,emboîterons
emboiteront,emboîteront
emboitez,emboîtez
emboitiez,emboîtiez
emboitions,emboîtions
emboitons,emboîtons
emboiture,emboîture
emboitures,emboîtures
embuche,embûche
embuches,embûches
émèchera,éméchera
émècherai,émécherai
émècheraient,émécheraient
émècherais,émécherais
émècherait,émécherait
émècheras,émécheras
émècherez,émécherez
émècheriez,émécheriez
émècherions,émécherions
émècherons,émécherons
émècheront,émécheront
emmètrera,emmétrera
emmètrerai,emmétrerai
emmètreraient,emmétreraient
emmètrerais,emmétrerais
emmètrerait,emmétrerait
emmètreras,emmétreras
emmètrerez,emmétrerez
emmètreriez,emmétreriez
emmètrerions,emmétrerions
emmètrerons,emmétrerons
emmètreront,emmétreront
empèguera,empéguera
empèguerai,empéguerai
empègueraient,empégueraient
empèguerais,empéguerais
empèguerait,empéguerait
empègueras,empégueras
empèguerez,empéguerez
empègueriez,empégueriez
empèguerions,empéguerions
empèguerons,empéguerons
empègueront,empégueront
empiègera,empiégera
empiègerai,empiégerai
empiègeraient,empiégeraient
empiègerais,empiégerais
empiègerait,empiégerait
empiègeras,empiégeras
empiègerez,empiégerez
empiègeriez,empiégeriez
empiègerions,empiégerions
empiègerons,empiégerons
empiègeront,empiégeront
empiètement,empiétement
empiètements,empiétements
empiètera,empiétera
empièterai,empiéterai
empièteraient,empiéteraient
empièterais,empiéterais
empièterait,empiéterait
empièteras,empiéteras
empièterez,empiéterez
empièteriez,empiéteriez
empièterions,empiéterions
empièterons,empiéterons
empièteront,empiéteront
empoussièrera,empoussiérera
empoussièrerai,empoussiérerai
empoussièreraient,empoussiéreraient
empoussièrerais,empoussiérerais
empoussièrerait,empoussiérerait
empoussièreras,empoussiéreras
empoussièrerez,empoussiérerez
empoussièreriez,empoussiéreriez
empoussièrerions,empoussiérerions
empoussièrerons,empoussiérerons
empoussièreront,empoussiéreront
encas,en-cas
enchaina,enchaîna
enchainai,enchaînai
enchainaient,enchaînaient
enchainais,enchaînais
enchainait,enchaînait
enchainâmes,enchaînâmes
enchainant,enchaînant
enchainas,enchaînas
enchainasse,enchaînasse
enchainassent,enchaînassent
enchainasses,enchaînasses
enchainassiez,enchaînassiez
enchainassions,enchaînassions
enchainât,enchaînât
enchainâtes,enchaînâtes
enchainée,enchaînée
enchainées,enchaînées
enchainement,enchaînement
enchainements,enchaînements
enchainent,enchaînent
enchainer,enchaîner
enchainera,enchaînera
enchainerai,enchaînerai
enchaineraient,enchaîneraient
enchainerais,enchaînerais
enchainerait,enchaînerait
enchaineras,enchaîneras
enchainèrent,enchaînèrent
enchainerez,enchaînerez
enchaineriez,enchaîneriez
enchainerions,enchaînerions
enchainerons,enchaînerons
enchaineront,enchaîneront
enchainez,enchaînez
enchainiez,enchaîniez
enchainions,enchaînions
enchainons,enchaînons
encloitra,encloîtra
encloitrai,encloîtrai
encloitraient,encloîtraient
encloitrais,encloîtrais
encloitrait,encloîtrait
encloitrâmes,encloîtrâmes
encloitrant,encloîtrant
encloitras,encloîtras
encloitrasse,encloîtrasse
encloitrassent,encloîtrassent
encloitrasses,encloîtrasses
encloitrassiez,encloîtrassiez
encloitrassions,encloîtrassions
encloitrât,encloîtrât
encloitrâtes,encloîtrâtes
encloitrée,encloîtrée
encloitrées,encloîtrées
encloitrent,encloîtrent
encloitrer,encloîtrer
encloitrera,encloîtrera
encloitrerai,encloîtrerai
encloitreraient,encloîtreraient
encloitrerais,encloîtrerais
encloitrerait,encloîtrerait
encloitreras,encloîtreras
encloitrèrent,encloîtrèrent
encloitrerez,encloîtrerez
encloitreriez,encloîtreriez
encloitrerions,encloîtrerions
encloitrerons,encloîtrerons
encloitreront,encloîtreront
encloitrez,encloîtrez
encloitriez,encloîtriez
encloitrions,encloîtrions
encloitrons,encloîtrons
encrouta,encroûta
encroutai,encroûtai
encroutaient,encroûtaient
encroutais,encroûtais
encroutait,encroûtait
encroutâmes,encroûtâmes
encroutant,encroûtant
encroutante,encroûtante
encroutantes,encroûtantes
encroutants,encroûtants
encroutas,encroûtas
encroutasse,encroûtasse
encroutassent,encroûtassent
encroutasses,encroûtasses
encroutassiez,encroûtassiez
encroutassions,encroûtassions
encroutât,encroûtât
encroutâtes,encroûtâtes
encroutée,encroûtée
encroutées,encroûtées
encroutement,encroûtement
encroutements,encroûtements
encroutent,encroûtent
encrouter,encroûter
encroutera,encroûtera
encrouterai,encroûterai
encrouteraient,encroûteraient
encrouterais,encroûterais
encrouterait,encroûterait
encrouteras,encroûteras
encroutèrent,encroûtèrent
encrouterez,encroûterez
encrouteriez,encroûteriez
encrouterions,encroûterions
encrouterons,encroûterons
encrouteront,encroûteront
encroutez,encroûtez
encroutiez,encroûtiez
encroutions,encroûtions
encroutons,encroûtons
endémoépidémie,endémo-épidémie
endémoépidémies,endémo-épidémies
endémoépidémique,endémo-épidémique
endémoépidémiques,endémo-épidémiques
enfaita,enfaîta
enfaitai,enfaîtai
enfaitaient,enfaîtaient
enfaitais,enfaîtais
enfaitait,enfaîtait
enfaitâmes,enfaîtâmes
enfaitant,enfaîtant
enfaitas,enfaîtas
enfaitasse,enfaîtasse
enfaitassent,enfaîtassent
enfaitasses,enfaîtasses
enfaitassiez,enfaîtassiez
enfaitassions,enfaîtassions
enfaitât,enfaîtât
enfaitâtes,enfaîtâtes
enfaiteau,enfaîteau
enfaiteaux,enfaîteaux
enfaitée,enfaîtée
enfaitées,enfaîtées
enfaitement,enfaîtement
enfaitements,enfaîtements
enfaitent,enfaîtent
enfaiter,enfaîter
enfaitera,enfaîtera
enfaiterai,enfaîterai
enfaiteraient,enfaîteraient
enfaiterais,enfaîterais
enfaiterait,enfaîterait
enfaiteras,enfaîteras
enfaitèrent,enfaîtèrent
enfaiterez,enfaîterez
enfaiteriez,enfaîteriez
enfaiterions,enfaîterions
enfaiterons,enfaîterons
enfaiteront,enfaîteront
enfaitez,enfaîtez
enfaitiez,enfaîtiez
enfaitions,enfaîtions
enfaitons,enfaîtons
enfièvrera,enfiévrera
enfièvrerai,enfiévrerai
enfièvreraient,enfiévreraient
enfièvrerais,enfiévrerais
enfièvrerait,enfiévrerait
enfièvreras,enfiévreras
enfièvrerez,enfiévrerez
enfièvreriez,enfiévreriez
enfièvrerions,enfiévrerions
enfièvrerons,enfiévrerons
enfièvreront,enfiévreront
enflèchera,enfléchera
enflècherai,enflécherai
enflècheraient,enflécheraient
enflècherais,enflécherais
enflècherait,enflécherait
enflècheras,enflécheras
enflècherez,enflécherez
enflècheriez,enflécheriez
enflècherions,enflécherions
enflècherons,enflécherons
enflècheront,enflécheront
enfuta,enfûta
enfutage,enfûtage
enfutages,enfûtages
enfutai,enfûtai
enfutaient,enfûtaient
enfutais,enfûtais
enfutait,enfûtait
enfutâmes,enfûtâmes
enfutant,enfûtant
enfutas,enfûtas
enfutasse,enfûtasse
enfutassent,enfûtassent
enfutasses,enfûtasses
enfutassiez,enfûtassiez
enfutassions,enfûtassions
enfutât,enfûtât
enfutâtes,enfûtâtes
enfutée,enfûtée
enfutées,enfûtées
enfutent,enfûtent
enfuter,enfûter
enfutera,enfûtera
enfuterai,enfûterai
enfuteraient,enfûteraient
enfuterais,enfûterais
enfuterait,enfûterait
enfuteras,enfûteras
enfutèrent,enfûtèrent
enfuterez,enfûterez
enfuteriez,enfûteriez
enfuterions,enfûterions
enfuterons,enfûterons
enfuteront,enfûteront
enfutez,enfûtez
enfutiez,enfûtiez
enfutions,enfûtions
enfutons,enfûtons
ensoi,en-soi
enstèrera,enstérera
enstèrerai,enstérerai
enstèreraient,enstéreraient
enstèrerais,enstérerais
enstèrerait,enstérerait
enstèreras,enstéreras
enstèrerez,enstérerez
enstèreriez,enstéreriez
enstèrerions,enstérerions
enstèrerons,enstérerons
enstèreront,enstéreront
enténèbrera,enténébrera
enténèbrerai,enténébrerai
enténèbreraient,enténébreraient
enténèbrerais,enténébrerais
enténèbrerait,enténébrerait
enténèbreras,enténébreras
enténèbrerez,enténébrerez
enténèbreriez,enténébreriez
enténèbrerions,enténébrerions
enténèbrerons,enténébrerons
enténèbreront,enténébreront
entérorénal,entéro-rénal
entérorénale,entéro-rénale
entérorénales,entéro-rénales
entérorénaux,entéro-rénaux
entêtè,en-tête
entraina,entraîna
entrainable,entraînable
entrainables,entraînables
entrainai,entraînai
entrainaient,entraînaient
entrainais,entraînais
entrainait,entraînait
entrainâmes,entraînâmes
entrainant,entraînant
entrainante,entraînante
entrainantes,entraînantes
entrainants,entraînants
entrainas,entraînas
entrainasse,entraînasse
entrainassent,entraînassent
entrainasses,entraînasses
entrainassiez,entraînassiez
entrainassions,entraînassions
entrainât,entraînât
entrainâtes,entraînâtes
entrainée,entraînée
entrainées,entraînées
entrainement,entraînement
entrainements,entraînements
entrainent,entraînent
entrainer,entraîner
entrainera,entraînera
entrainerai,entraînerai
entraineraient,entraîneraient
entrainerais,entraînerais
entrainerait,entraînerait
entraineras,entraîneras
entrainèrent,entraînèrent
entrainerez,entraînerez
entraineriez,entraîneriez
entrainerions,entraînerions
entrainerons,entraînerons
entraineront,entraîneront
entraineur,entraîneur
entraineurs,entraîneurs
entraineuse,entraîneuse
entraineuses,entraîneuses
entrainez,entraînez
entrainiez,entraîniez
entrainions,entraînions
entrainons,entraînons
entrebande,entre-bande
entrebandes,entre-bandes
entredéchira,entre-déchira
entredéchiraient,entre-déchiraient
entredéchirait,entre-déchirait
entredéchirâmes,entre-déchirâmes
entredéchirant,entre-déchirant
entredéchirassent,entre-déchirassent
entredéchirassiez,entre-déchirassiez
entredéchirassions,entre-déchirassions
entredéchirât,entre-déchirât
entredéchirâtes,entre-déchirâtes
entredéchirée,entre-déchirée
entredéchirées,entre-déchirées
entredéchirent,entre-déchirent
entredéchirer,entre-déchirer
entredéchirera,entre-déchirera
entredéchireraient,entre-déchireraient
entredéchirerait,entre-déchirerait
entredéchirèrent,entre-déchirèrent
entredéchirerez,entre-déchirerez
entredéchireriez,entre-déchireriez
entredéchirerions,entre-déchirerions
entredéchirerons,entre-déchirerons
entredéchireront,entre-déchireront
entredéchirés,entre-déchirés
entredéchirez,entre-déchirez
entredéchiriez,entre-déchiriez
entredéchirions,entre-déchirions
entredéchirons,entre-déchirons
entredétruira,entre-détruira
entredétruiraient,entre-détruiraient
entredétruirait,entre-détruirait
entredétruire,entre-détruire
